facility_name,odhf_facility_type,latitude,longitude
"The Canadian Red Cross Society - Ontario Zone, Northumberland",Ambulatory health care services,44.3867949,-79.69436485
"The Canadian Red Cross Society Ontario Zone, Northumberland (ce Lhin)",Ambulatory health care services,44.3867949,-79.69436485
"The Canadian Red Cross Society, Simcoe County Branch",Ambulatory health care services,44.32729559,-79.68858194
The Canadian Red Cross Society-community Health Division - Toronto,Ambulatory health care services,43.65313278,-79.39521489
"The Canadian Red Cross, Ontario Zone, Sarnia-lambton Branch",Ambulatory health care services,42.98371662,-82.38589267
The Cardinal Retirement Residence,Nursing and residential care facilities,43.24925099,-79.8731636
The Carlisle Retirement Residence,Nursing and residential care facilities,43.25084779,-79.8515302
The Carriage House Retirement Residence,Nursing and residential care facilities,43.89926785,-78.86188844
The Carrington Retirement,Nursing and residential care facilities,44.12536405,-77.50987712
The Claremont,Nursing and residential care facilities,43.69894059,-79.38687049
The Corporation Of The County Of Lambton - Long-term Care Division,Ambulatory health care services,42.96037,-82.117858
The Courtyards On Eagleson,Nursing and residential care facilities,45.28882002,-75.86944888
The Crown Ridge Retirement Residence,Nursing and residential care facilities,44.10639945,-77.56149694
The Dunfield Retirement Residence,Nursing and residential care facilities,43.70671009,-79.39470579
The Dynasty Of Port Hope Retirement Residence,Nursing and residential care facilities,43.95183979,-78.27804936
The East Elgin Family Health Team Inc.,Ambulatory health care services,42.77286715,-80.99472672
The Edinburgh,Nursing and residential care facilities,45.43901116,-75.67868603
The Elliott Community,Nursing and residential care facilities,43.55803773,-80.25130495
The Elliott Long Term Care Residence,Nursing and residential care facilities,43.55803773,-80.25130495
The Erinview,Nursing and residential care facilities,43.53474615,-79.66736096
The First Step Group Home,Nursing and residential care facilities,43.76899051,-79.22035714
The Fordwich Village Nursing Home,Nursing and residential care facilities,43.87084494,-81.02944763
The Four Seasons Lodge,Nursing and residential care facilities,46.09087579,-77.47500669
The Four Villages Community Health Centre,Hospitals,43.65535868,-79.45842661
The Friends,Ambulatory health care services,45.34207864,-80.02646965
The Good Neighbours' Club,Ambulatory health care services,43.65557079,-79.37433158
"The Grove, Arnprior And District Nursing Home",Nursing and residential care facilities,45.43909913,-76.36088256
The Halliday House,Nursing and residential care facilities,44.304359,-81.097435
The Heart Of Hastings Hospice Inc.,Ambulatory health care services,44.50459552,-77.46486124
The Helping Hand On Rhapsody,Nursing and residential care facilities,43.78734059,-79.74182051
The Henley House,Nursing and residential care facilities,43.18492631,-79.2578661
The Heritage Nursing Home,Nursing and residential care facilities,43.66272499,-79.33111227
The Hospital For Sick Children (css),Ambulatory health care services,43.65710429,-79.38773779
The In Community,Ambulatory health care services,45.34532504,-75.79757336
The Jewish Home For The Aged,Nursing and residential care facilities,43.7300765,-79.43421181
The John M. Parrott Centre,Nursing and residential care facilities,44.2413403,-76.97028786
The Kensington,Nursing and residential care facilities,43.44195673,-79.67261076
The Kensington Gardens,Nursing and residential care facilities,43.65819899,-79.40343829
The Lance Krasman Memorial Centre For Community Mental Health - Css,Ambulatory health care services,43.87424932,-79.43774412
The Landmark Assisted Living,Nursing and residential care facilities,43.9837753,-78.17209322
The Leblanc Rest Home,Nursing and residential care facilities,44.11378256,-79.57167119
The Manor At Gravenhurst,Nursing and residential care facilities,44.9218448,-79.3745205
The Manor Village At London,Nursing and residential care facilities,43.00463958,-81.25700662
The Maples Home For Seniors,Nursing and residential care facilities,43.31755486,-80.83826132
The Maples Of Picton,Nursing and residential care facilities,44.04748645,-77.1465588
The Mayfield Retirement Residence,Nursing and residential care facilities,44.71210044,-75.51901312
The Mccausland Hospital,Ambulatory health care services,48.78045446,-87.10460125
The Meadows Of Dorchester,Nursing and residential care facilities,43.07925789,-79.13696046
The Meadows Of Wheatley Ltd.,Nursing and residential care facilities,42.08854906,-82.46064041
The Millwood,Nursing and residential care facilities,43.70293019,-79.36354308
The Neighbourhood Group Community Service,Ambulatory health care services,43.66055229,-79.36895398
The Norfolk Hospital Nursing Home,Nursing and residential care facilities,42.8351656,-80.31432431
The O'neill Centre,Nursing and residential care facilities,43.66476219,-79.4186887
The O'neill Centre Long Term Care And Retirement Living,Nursing and residential care facilities,43.66476219,-79.4186887
The Ontario Caregiver Organization,Ambulatory health care services,43.65054688,-79.37946838
The Ontario Community Centre For The Deaf (bob Rumball Centre For The Deaf),Ambulatory health care services,43.7346352,-79.38037639
The Ottawa Hospital,Ambulatory health care services,45.40316385,-75.64844582
The Ottawa Hospital & Heart Institute,Hospitals,45.393033,-75.721559
The Ottawa Hospital - Civic Campus,Ambulatory health care services,45.39251225,-75.72337584
The Ottawa Hospital - General Campus,Hospitals,45.4007275,-75.6478786
The Ottawa Hospital - Riverside Campus,Ambulatory health care services,45.39627655,-75.66891493
The Ottawa Hospital - The Rehabilitation Centre,Hospitals,45.39942935,-75.64735092
The Ottawa Hospital/l'h-pital D'ottawa - General Campus,Hospitals,45.4017202,-75.6469402
The Ottawa Hospital/l'h-pital D'ottawa - Riverside Campus,Hospitals,45.3963547,-75.6688557
The Ottawa Hospital/l'h-pital D'ottawa - The Rehabilitation Centre,Nursing and residential care facilities,45.4031548,-75.6484435
The Ottawa Hospital/l'h-pitall D'ottawa (head Office) - Civic Campus,Hospitals,45.3925787,-75.7214357
The Palace,Nursing and residential care facilities,45.31136778,-74.63263588
The Perley And Rideau Veterans' Health Centre,Nursing and residential care facilities,45.40374035,-75.63671562
The Pines,Nursing and residential care facilities,45.05169583,-79.29822038
The Ravines,Nursing and residential care facilities,45.34970994,-75.70643374
The Ravines Seniors' Suites,Nursing and residential care facilities,45.34980534,-75.70601283
The Rekai Centres At Sherbourne Place,Ambulatory health care services,43.66267759,-79.37266528
The Rekai Centres At Wellesley Street,Ambulatory health care services,43.66687279,-79.37566588
The Renoir,Nursing and residential care facilities,44.05512355,-79.43571264
The Richmond Retirement Residence,Nursing and residential care facilities,44.17802507,-77.39062539
The River Garden Retirement Residence,Nursing and residential care facilities,45.13989176,-74.50151602
The Riverine Independent And Retirement Living,Nursing and residential care facilities,44.239163,-76.963158
The Roxborough Retirement Residence,Nursing and residential care facilities,44.06116035,-79.44888054
The Royal Henley Retirement Community,Nursing and residential care facilities,43.19427201,-79.2595307
The Royal Victoria Hospital,Hospitals,44.4159999,-79.661931
The Russell Hill Retirement Residence,Nursing and residential care facilities,43.68553589,-79.40841779
The Salvation Army - Meighen Retirement Residence,Ambulatory health care services,43.69944179,-79.39315659
The Salvation Army Mountberry Adult Day Service,Ambulatory health care services,43.19880249,-79.79429247
The Salvation Army Ottawa Grace Manor,Nursing and residential care facilities,45.40088385,-75.72755805
The Salvation Army Toronto Grace Health Centre,Nursing and residential care facilities,43.670326,-79.3832017
The Scarborough Hospital,Hospitals,43.756159,-79.247505
The Scarborough Hospital - General Campus,Hospitals,43.7557343,-79.2468315
The Scarborough Hospital - Grace Campus,Hospitals,43.8018288,-79.3087567
The Second Mile Club Of Toronto,Ambulatory health care services,43.65757158,-79.40343899
The Shoreview At Riverside,Nursing and residential care facilities,42.32516978,-83.0026679
The South Georgian Bay Community Health Centres,Hospitals,44.46854579,-80.07588988
The Southdown Institute,Hospitals,44.084928,-79.48776
The St. Christopher House,Nursing and residential care facilities,43.63958288,-79.4405301
The Teddington,Nursing and residential care facilities,43.7332454,-79.4038491
The University Of Ottawa Heart Institute,Hospitals,45.3941611,-75.7206815
The Villa Care Centre,Nursing and residential care facilities,44.74305645,-79.89055855
The Villa Retirement Lodge,Nursing and residential care facilities,44.74305645,-79.89055855
The Village At St. Clair,Nursing and residential care facilities,42.24341286,-83.0147829
The Village At University Gates,Nursing and residential care facilities,43.4767379,-80.57032185
The Village Green Nursing Home,Nursing and residential care facilities,44.30037081,-76.98430987
The Village Of Arbour Trails,Nursing and residential care facilities,43.53209222,-80.21591964
The Village Of Aspen Lake,Nursing and residential care facilities,42.31813568,-82.92003167
The Village Of Erin Meadows,Nursing and residential care facilities,43.55312755,-79.72147048
The Village Of Glendale Crossing,Nursing and residential care facilities,42.93894787,-81.27180372
The Village Of Humber Heights,Nursing and residential care facilities,43.69710409,-79.52690243
The Village Of Riverside Glen,Nursing and residential care facilities,43.56915803,-80.27358416
The Village Of Sandalwood Park,Nursing and residential care facilities,43.7410087,-79.7717325
The Village Of Tansley Woods,Nursing and residential care facilities,43.38367062,-79.79950979
The Village Of Taunton Mills,Nursing and residential care facilities,43.91312705,-78.95825897
The Village Of Wentworth Heights,Nursing and residential care facilities,43.19832568,-79.8734372
The Village Of Winston Park,Nursing and residential care facilities,43.41122949,-80.49867572
The Village Seniors Community,Nursing and residential care facilities,44.15073139,-81.03582166
The Walford On The Park (copper Cliff),Nursing and residential care facilities,46.47788927,-81.06941921
The Walford Sudbury,Nursing and residential care facilities,46.46283498,-80.99596918
The Walford Thunder Bay,Nursing and residential care facilities,48.44013227,-89.23848547
The Walford Timmins,Nursing and residential care facilities,48.49152857,-81.32532123
The Waterford Retirement Community - Ottawa,Nursing and residential care facilities,45.35467105,-75.64851112
The Wellington Nursing Home,Nursing and residential care facilities,43.20948778,-79.8796767
The West Nipissing General Hospital,Nursing and residential care facilities,46.37244272,-79.91782482
The Westhill,Nursing and residential care facilities,43.44505309,-80.56923714
The Westwood,Nursing and residential care facilities,45.36662284,-75.77784496
The Wexford,Nursing and residential care facilities,43.7439777,-79.30345907
The Wharton Medical Clinic Inc. - Css,Ambulatory health care services,43.39210732,-79.8216486
The Williamsburg,Nursing and residential care facilities,43.39273432,-79.78777969
The Willows Estate Nursing Home,Nursing and residential care facilities,43.96549464,-79.45862614
The Windsor Retirement Residence,Nursing and residential care facilities,44.22223851,-76.64207165
The Woodlands Of Sunset,Nursing and residential care facilities,43.01741988,-79.2853459
The Youth Centre,Hospitals,43.84185373,-79.03228419
Thessalon First Nation,Ambulatory health care services,46.260713,-83.417379
Thessalon Hospital,Hospitals,46.2630206,-83.5624626
Third Age Outreach Program - St. Joseph's Health Care London,Ambulatory health care services,43.00126838,-81.25503632
Thistletown Regional Centre For Children And Adolescents,,43.7474338,-79.5767771
Thompson House,Nursing and residential care facilities,43.7324901,-79.34677178
